Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-256.6627	-350.0925	93.42977	0.429471	0.0359846	0.330672	0.203873	0.8136957	0.3246067	1.405971	1.466279
6	-265.3674	-357.4522	92.08473	0.597759	0.0237056	0.147895	0.23064	0.8136957	0.390723	1.551745	2.976609
12	-267.2957	-360.3962	93.10054	0.587422	0.127645	0.140818	0.144116	0.6070046	0.800123	1.256439	1.776526
18	-262.118	-354.6617	92.54368	0.747727	0.156022	0.0475682	0.0486823	1.138878	0.515807	1.321816	2.057852
24	-267.0156	-359.0493	92.03369	0.667164	0.134255	0.114458	0.0841229	1.760688	0.4526873	1.797421	1.307447
30	-269.7386	-361.7079	91.96926	0.58457	0.274544	0.109165	0.0317217	1.180314	0.1365592	1.407688	3.309397
36	-260.8132	-355.1844	94.37114	0.313419	0.196699	0.28081	0.209073	0.7043357	0.3114295	1.248144	0.8234471
42	-269.7833	-364.0053	94.22197	0.47121	0.332406	0.0709197	0.125464	1.277984	0.126424	1.035119	0.8234471
48	-266.5353	-359.4082	92.87285	0.604027	0.0110203	0.268786	0.116166	1.14878	0.1682803	1.786846	1.303579
54	-275.8425	-368.758	92.91542	0.677661	0.00309585	0.188916	0.130328	1.208127	0.08190798	1.778124	1.303579
60	-278.916	-368.8395	89.92355	0.50407	0.00305294	0.438412	0.0544645	2.342765	0.2700871	1.701839	4.43035
66	-272.6037	-364.6865	92.08274	0.69954	0.00399272	0.106068	0.1904	1.411567	0.6388398	1.019469	2.685865
72	-271.5556	-364.6507	93.09504	0.469217	0.00324004	0.324176	0.203367	1.252974	0.4573507	1.485169	1.100892
78	-260.4808	-351.9607	91.47991	0.558522	0.19927	0.148279	0.0939286	2.065184	0.7163764	1.114658	2.526151
84	-268.3888	-359.4378	91.04896	0.546155	0.13969	0.163178	0.150977	1.882839	0.326529	1.949312	2.302739
90	-270.5241	-363.824	93.29995	0.328246	0.0139371	0.380998	0.276819	0.6241855	0.1665532	1.282343	2.292434
96	-263.8377	-357.4125	93.57475	0.482872	0.0881616	0.0217453	0.407221	0.8255365	0.8902632	0.8698857	1.319215
102	-263.6006	-357.7167	94.11604	0.728581	0.128193	0.0309125	0.112314	1.015148	1.257373	0.6783557	0.191078
108	-265.0139	-359.734	94.72013	0.599048	0.204759	0.0931887	0.103005	0.8157082	0.4898283	1.123679	0.2154971
114	-279.7317	-369.1268	89.39514	0.418579	0.354853	0.136189	0.0903793	3.357283	0.7838935	1.216323	4.475516
120	-271.3632	-362.3554	90.99213	0.376661	0.368259	0.0855785	0.169502	3.357283	0.5556683	1.983299	0.8997989
126	-268.1895	-361.4541	93.26451	0.426086	0.0609301	0.325983	0.187	1.309337	0.5483493	1.403679	0.8951282
132	-263.2147	-353.5883	90.37354	0.177526	0.522495	0.166058	0.133921	1.038919	1.056133	1.173616	5.642764
138	-262.23	-352.0906	89.86056	0.292612	0.337569	0.248632	0.121186	0.5076794	1.056133	1.126036	8.950712
144	-260.8014	-353.5281	92.72667	0.299048	0.261865	0.407629	0.0314576	0.3644689	0.6035875	1.29182	2.863547
150	-264.5841	-356.1922	91.60815	0.552608	0.142425	0.296273	0.00869358	3.090864	0.7072246	1.352056	1.166903
156	-267.3516	-357.2418	89.89022	0.530796	0.150491	0.313051	0.00566183	3.02038	0.5164558	1.352056	4.061991
162	-279.7359	-373.2288	93.49292	0.0613053	0.389257	0.497363	0.0520747	0.4865225	0.1581878	1.776165	1.396139
168	-273.3022	-364.65	91.34782	0.277059	0.247424	0.442417	0.0331003	1.079299	0.06907202	2.545879	1.935072
174	-277.2398	-369.6671	92.42727	0.16004	0.347581	0.44588	0.0464994	0.3339819	0.2489069	2.522388	1.353442
180	-263.414	-358.0281	94.61409	0.0997648	0.446931	0.328105	0.125199	0.1411666	0.1977349	1.728962	0.290996
186	-265.2402	-360.2349	94.99465	0.0468503	0.578455	0.349859	0.0248359	0.2996144	0.3697824	1.388705	0.3292063
192	-276.3723	-366.3193	89.94701	0.467808	0.377557	0.070527	0.0841081	3.842444	0.8800531	1.933678	1.463153
198	-273.9106	-365.6474	91.7368	0.591231	0.0886374	0.296447	0.0236848	0.5815245	0.8010843	1.551385	3.290143
204	-261.5747	-354.7478	93.17315	0.488792	0.0741532	0.399881	0.0371734	0.6441148	0.05017914	1.926095	1.448628
210	-264.9654	-359.3607	94.39533	0.490941	0.126748	0.252184	0.130127	0.5191591	0.1759335	1.508616	0.7983607
216	-267.2726	-360.622	93.34941	0.417279	0.125643	0.304758	0.15232	0.6757265	0.3193912	1.42775	1.707492
222	-268.5545	-360.3417	91.78719	0.416887	0.177476	0.185221	0.220416	1.734415	0.1782189	1.707677	2.131676
228	-259.592	-352.5203	92.92827	0.330836	0.352153	0.140508	0.176503	1.410483	0.440373	1.416565	1.238301
234	-261.5114	-354.9696	93.45813	0.383287	0.36146	0.227717	0.0275353	0.697226	0.7906856	0.7920572	1.806498
240	-267.7239	-359.6814	91.95751	0.557172	0.296838	0.0895155	0.0564747	0.771292	0.8617791	0.9148175	3.775449
246	-283.7938	-377.5998	93.80596	0.488928	0.184156	0.0239476	0.302968	0.1608128	0.7930755	1.186514	1.299857
252	-280.6724	-372.1599	91.48748	0.237125	0.680141	0.00606052	0.0766735	1.742004	0.490453	2.168177	1.274182
258	-272.8934	-363.7604	90.86703	0.336657	0.639854	0.00687587	0.0166132	0.5638336	0.275223	1.238288	7.603865
264	-262.2247	-356.2113	93.98659	0.319016	0.606325	0.00777674	0.0668821	0.9557824	0.4964097	1.31078	0.6922117
270	-267.0914	-357.5583	90.46696	0.144676	0.823908	0.011076	0.02034	4.582616	0.8156647	1.057441	1.869121
276	-268.6703	-359.5792	90.90896	0.123532	0.583925	0.231916	0.0606263	3.861512	1.084708	0.7273452	1.773107
282	-276.1068	-367.1549	91.04815	0.170607	0.0976763	0.684005	0.0477115	1.068555	0.7636276	1.437288	3.993235
288	-276.1757	-369.0611	92.88539	0.158545	0.529364	0.285708	0.0263828	0.2447151	1.274566	0.9694534	2.223704
294	-274.8535	-365.121	90.26747	0.57909	0.346032	0.0665257	0.0083523	0.3849422	1.100974	1.00104	8.257216
300	-269.2298	-358.1171	88.88732	0.429527	0.0799262	0.35173	0.138817	2.144182	0.8221579	1.33172	7.273711
306	-260.684	-353.1253	92.44135	0.129639	0.648459	0.100939	0.120964	1.042413	0.6273379	1.47681	1.906401
312	-267.6585	-360.0587	92.40015	0.518719	0.225629	0.165975	0.0896777	1.614435	1.042171	1.237544	1.210477
318	-267.5162	-361.3836	93.86749	0.362909	0.256224	0.279029	0.101838	0.6227488	0.8923199	1.053258	1.048863
324	-268.3827	-363.0928	94.71014	0.136259	0.501767	0.220239	0.141735	0.156135	1.192068	0.5823036	0.4897475
330	-280.7209	-373.1732	92.45231	0.337137	0.188505	0.0407953	0.433562	3.256251	0.6184662	1.350991	0.2286923
336	-276.5828	-366.0241	89.44122	0.196083	0.617046	0.0981917	0.088679	9.828213	1.051877	1.084609	0.721646
342	-272.0459	-366.5319	94.48602	0.513386	0.150055	0.125677	0.210882	0.8691284	0.6865724	1.084609	0.3405369
348	-271.7801	-364.4792	92.69905	0.622811	0.0997764	0.244875	0.0325378	1.891327	0.6701101	1.462907	0.7778635
354	-277.6294	-369.6914	92.06205	0.58774	0.150469	0.231086	0.0307055	2.099262	1.067201	0.8526713	1.58309
360	-271.9214	-366.0925	94.17114	0.33901	0.258554	0.397082	0.00535347	0.997418	0.953377	0.9983095	0.3513469
366	-274.3791	-366.0509	91.67179	0.369199	0.404463	0.217963	0.00837457	0.6642622	1.024725	1.176693	3.706513
372	-268.4352	-362.4923	94.05706	0.22063	0.552995	0.130252	0.0961227	0.3223667	0.8202788	1.137117	1.117254
378	-263.6614	-356.0056	92.3442	0.199528	0.592178	0.117795	0.0904995	0.1582753	0.935202	0.8807608	3.674641
384	-264.0461	-356.8123	92.76616	0.162514	0.636139	0.127636	0.0737111	0.6962554	0.9110407	1.115373	2.16202
390	-265.3027	-359.1921	93.88944	0.0846314	0.374322	0.319897	0.221149	0.423603	0.9145798	1.056993	1.205674
396	-266.6691	-358.4567	91.78759	0.40672	0.279308	0.258816	0.055156	0.2113041	0.6023143	1.462773	4.269169
402	-274.3693	-365.0895	90.72025	0.269874	0.567671	0.0307044	0.131751	2.391858	1.663031	0.346826	2.45028
408	-266.5776	-357.3743	90.79671	0.416304	0.186226	0.127831	0.26964	0.173301	1.319043	0.4907122	6.95268
414	-261.4133	-353.2057	91.79241	0.151694	0.259958	0.363347	0.225	1.877641	1.511239	0.3832898	1.743214
420	-262.476	-353.7287	91.25267	0.551565	0.145732	0.193004	0.109698	2.065879	1.119949	0.549367	2.914139
426	-264.7548	-351.569	86.8141	0.618378	0.107583	0.216384	0.0576554	2.7473	1.278557	0.6027122	14.60299
432	-266.8857	-358.7816	91.8959	0.608488	0.168237	0.0833865	0.139889	2.000635	0.6702628	1.123597	2.052151
438	-267.8438	-359.6203	91.7765	0.45488	0.177204	0.144216	0.2237	1.097528	0.9546284	1.145008	2.921816
